,Value
2025-04-02,274196.6425006543
2025-04-03,275338.12266855803
2025-04-04,268808.4627118091
2025-04-07,262920.87674707995
2025-04-08,264532.5754007672
2025-04-09,264517.67803991865
2025-04-11,266193.1978455763
2025-04-15,266071.5599012337
2025-04-16,266434.057677268
2025-04-17,268246.29580382205
2025-04-21,272314.2069235833
2025-04-22,274094.1424800793
2025-04-23,275758.04185815866
2025-04-24,275168.95913555333
2025-04-25,270989.47572464315
2025-04-28,274928.61264046014
2025-04-29,275488.93591238844
2025-04-30,273491.427459741
2025-05-02,272050.6410063924
2025-05-05,277224.00604425935
2025-05-06,275171.7152554888
2025-05-07,275450.9343085179
2025-05-08,271612.1220570623
2025-05-09,270833.24417482177
2025-05-12,279647.8689481533
2025-05-13,278598.1347552008
2025-05-14,280120.99473458336
2025-05-15,283997.95229834714
2025-05-16,287269.5647270111
2025-05-19,287050.22203951306
2025-05-20,283055.35226079274
2025-05-21,286364.634876552
2025-05-22,284737.52450273355
2025-05-23,284831.2600157561
2025-05-26,286862.7885473988
2025-05-27,287131.8916425128
2025-05-28,287049.4957190863
2025-05-29,287594.4029386622
2025-05-30,286728.64200877165
2025-06-02,287706.446032212
2025-06-03,286873.7538391223
2025-06-04,287995.56999119994
2025-06-05,289384.945285544
2025-06-06,292761.5231529914
2025-06-09,295759.32457598596
2025-06-10,294623.07249700313
2025-06-11,294177.54073869175
2025-06-12,289748.96890547127
2025-06-13,287948.72506393754
2025-06-16,290902.6115017741
2025-06-17,288809.18431530526
2025-06-18,289607.2568465214
2025-06-19,287912.94613987877
2025-06-20,292157.6200313918
2025-06-23,293080.68990913633
2025-06-24,293572.2650324018
2025-06-25,293907.2185139117
2025-06-26,296985.03549737687
2025-06-27,297893.79378491285
2025-06-30,298892.42546815245
2025-07-01,300825.3157105452
2025-07-02,300062.32192518894
2025-07-03,299617.3303050116
2025-07-04,299799.73160139966
2025-07-07,299045.4571612409
2025-07-08,299459.77475701977
2025-07-09,299067.73750351
2025-07-10,298627.99128078966
2025-07-11,296279.27426203043
2025-07-14,295935.6482362408
2025-07-15,297368.92957919923
2025-07-16,296574.0074557297
2025-07-17,296163.5115885071
2025-07-18,294701.31779784424
2025-07-21,293922.39289050584
2025-07-22,292176.6636506635
2025-07-23,293175.2484224034
2025-07-24,292521.87884928554
2025-07-25,290791.44580641494
2025-07-28,289476.8348339329
2025-07-29,289621.715122205
2025-07-30,289322.89853883686
2025-07-31,289128.2887022634
2025-08-01,289385.2699144176
2025-08-04,289347.571335926
2025-08-05,288615.8659722057
2025-08-06,288631.3644264206
2025-08-07,288506.8685230968
2025-08-08,289159.6154534789
2025-08-11,288866.23585326027
2025-08-12,288420.4769579226
2025-08-13,289067.29407073173
2025-08-14,288576.9832022341
2025-08-18,288586.2379743159
2025-08-19,288104.5149816603
2025-08-20,288711.6025392752
2025-08-21,288064.6126318488
2025-08-22,287053.13229459117
2025-08-25,287826.88977945596
2025-08-26,286459.29267787415
2025-08-28,284666.94737152406
2025-08-29,284265.0712880116
2025-09-01,285295.3511801339
2025-09-02,284845.63083310705
2025-09-03,284675.1528825827
2025-09-04,284264.9298395049
2025-09-05,283834.39005896595
2025-09-08,283650.19631460914
2025-09-09,282610.0606065094
2025-09-10,281744.74805568025
2025-09-11,281672.94316226005
2025-09-12,281724.24092905
2025-09-15,280758.60035322764
2025-09-16,282457.646342764
2025-09-17,282919.51384631044
2025-09-18,283609.97938156594
2025-09-19,283810.3093320401
2025-09-22,282841.92286200734
2025-09-23,282358.087331855
2025-09-24,282646.4121271157
2025-09-25,281032.7816567898
2025-09-26,278661.07791940606
2025-09-29,278502.64492750325
2025-09-30,278597.09746254684
2025-10-01,278657.5720900414
2025-10-03,278113.80974291323
2025-10-06,278598.9287981098
2025-10-07,278373.05297248246
2025-10-08,277078.1536149889
2025-10-09,278193.19597216015
2025-10-10,278693.62191784394
2025-10-13,278439.2333158606
2025-10-14,277599.83366239915
2025-10-15,279930.2026496855
2025-10-16,281481.8966322334
2025-10-17,282779.38502349437
2025-10-20,284247.68075452873
2025-10-21,283952.80103778065
2025-10-23,282416.0677771355
2025-10-24,280737.227555058
2025-10-27,281779.978933114
2025-10-28,281738.8553940595
2025-10-29,282162.9707215977
2025-10-30,281929.2447618462
2025-10-31,280976.0011588542
2025-11-03,279921.4457763621
2025-11-04,279265.1674240497
2025-11-06,277767.8611643841
2025-11-07,279301.94665292895
2025-11-10,280871.5942105173
2025-11-11,282317.0229641428
2025-11-12,282014.6287430333
2025-11-13,282871.1004696574
2025-11-14,286421.9320774955
2025-11-17,288965.18048843934
2025-11-18,287540.964940203
2025-11-19,288015.22554520465
2025-11-20,288150.55804985185
2025-11-21,286622.81451769796
2025-11-24,284971.08846448874
2025-11-25,286051.3496327464
2025-11-26,289280.054425158
2025-11-27,288225.2851449341
2025-11-28,288391.6510016535
2025-12-01,288539.9912939905
2025-12-02,287858.6543093642
2025-12-03,285894.1095703106
2025-12-04,284969.30149789626
2025-12-05,288539.37783674424
2025-12-08,285468.36443548393
2025-12-09,285438.4927863671
2025-12-10,284749.22833801946
2025-12-11,285026.32969113166
2025-12-12,288035.91343906574
2025-12-15,288558.9020059622
2025-12-16,288300.8772042822
2025-12-17,288045.38586491335
2025-12-18,287133.53799491987
2025-12-19,288143.18481042155
2025-12-22,288841.32996220764
2025-12-23,288562.97634865565
2025-12-24,288008.16846834455
2025-12-26,287067.0659006607
2025-12-29,285679.48650974483
2025-12-30,286984.00664548966
2025-12-31,289396.97489418346
2026-01-01,285906.6428926375
2026-01-02,288238.2588397777
2026-01-05,289917.06554972444
2026-01-06,288036.88811347465
2026-01-07,287869.6192427632
2026-01-08,283668.1880849956
2026-01-09,281971.5372595713
2026-01-12,282605.36840463674
2026-01-13,284156.6673182714
2026-01-14,283360.7825496231
2026-01-16,283388.9257659153
2026-01-19,284093.29937433015
2026-01-20,284184.8850834922
2026-01-21,284370.15240829857
2026-01-22,283790.82401326654
2026-01-23,284473.43689294305
2026-01-27,285402.8353700052
2026-01-28,285472.97046792344
2026-01-29,285410.6078553167
2026-01-30,284940.19231195224
2026-02-02,284928.77282578044
2026-02-03,285692.9904803175
2026-02-04,285926.20841036737
2026-02-05,285470.0764735394
2026-02-06,285441.89987828466
2026-02-09,286377.31335417344
2026-02-10,286728.805654367
2026-02-11,288781.38576913235
2026-02-12,289914.15193133353
2026-02-13,284764.8313437551
2026-02-16,285658.25759462215
2026-02-17,285582.8287280553
2026-02-18,287001.8836463866
2026-02-19,282382.4369344003
2026-02-20,283510.53378564253
2026-02-23,283213.5646641727
2026-02-24,283212.986587125
2026-02-25,282807.3145561743
2026-02-26,282693.27881521086
2026-02-27,283500.5975353555
2026-03-02,283015.78029634425
2026-03-04,282825.3553937777
2026-03-05,282912.3148620418
2026-03-06,282646.21731415874
2026-03-09,283104.1485025572
2026-03-10,285489.4152529602
2026-03-11,285976.4865452525
2026-03-12,286628.1989040632
2026-03-13,287516.9248704858
2026-03-16,288489.13805350655
2026-03-17,288164.5025642503
2026-03-18,288867.1272481829
2026-03-19,289453.924183044
2026-03-20,289013.13556606777
2026-03-23,290284.8504022126
2026-03-24,291141.6928945649
2026-03-25,291635.7343364668
2026-03-27,291746.30201118666
2026-03-30,292355.74255008524
2026-04-01,293835.0551121822
2026-04-02,293678.89166174975
2026-04-06,295297.7299538647
2026-04-07,295060.55634778435
2026-04-08,295888.4172133228
2026-04-09,296856.63167090015
2026-04-10,297259.9459475807
2026-04-13,297341.15897742874
2026-04-15,298105.4397972783
2026-04-16,298605.34350404236
2026-04-17,300910.19893224677
2026-04-20,302102.57327059424
2026-04-21,303643.4993158947
2026-04-22,304118.3296018184
2026-04-23,300943.8732361062
2026-04-24,299582.7334411659
2026-04-27,299847.9654839455
2026-04-28,300372.17983979196
2026-04-29,301225.2227629186
2026-04-30,301160.2111942994
2026-05-04,302978.8444405112
2026-05-05,302991.3097904719
2026-05-06,305312.10106351343
2026-05-07,305507.5668658428
2026-05-08,305617.58129132044
2026-05-11,306068.47813093674
2026-05-12,305935.6886095973
2026-05-13,305683.58790323115
2026-05-14,306433.81972012063
2026-05-15,307083.862876871
2026-05-18,307820.91490101354
2026-05-19,307493.18177460006
2026-05-20,306895.5990404459
2026-05-21,306837.33291219396
2026-05-22,306419.8310642174
2026-05-25,306668.5760228089
2026-05-26,306919.48337025597
2026-05-27,307025.91107567545
2026-05-29,306895.14323226846
2026-06-01,307560.46100045124
2026-06-02,307815.0745487179
2026-06-03,307508.84383743186
2026-06-04,307791.702089751
2026-06-05,307749.4978977249
2026-06-08,308034.31444779265
2026-06-09,308388.5681209595
2026-06-10,308675.9981501677
2026-06-11,308136.3356228861
2026-06-12,309472.90180377924
2026-06-15,310479.268742253
2026-06-16,310011.87878281047
2026-06-17,312459.91922771255
2026-06-18,316008.56676870154
2026-06-19,316648.9598506664
2026-06-22,318537.46882414113
2026-06-23,314953.6036922527
2026-06-24,317935.2134449431
2026-06-25,316881.33176753315
2026-06-29,315311.6343406407
2026-06-30,316575.34488250763
2026-07-01,316389.63221349544
2026-07-02,321144.2065916338
2026-07-03,322952.0567211852
2026-07-06,324252.01796495466
