,Value
2025-04-02,234413.74496492074
2025-04-03,235018.1961563701
2025-04-04,229077.10059427892
2025-04-07,223929.57384289237
2025-04-08,225247.8734744152
2025-04-09,225407.53376224526
2025-04-11,226054.75100607544
2025-04-15,225979.15028054864
2025-04-16,226153.8629624072
2025-04-17,227648.50769579477
2025-04-21,231043.47063666827
2025-04-22,232492.58499505403
2025-04-23,233683.0181486371
2025-04-24,233099.82823584683
2025-04-25,229638.78902810236
2025-04-28,232965.12975907137
2025-04-29,233535.3812031479
2025-04-30,231839.5579733909
2025-05-02,230721.9523086558
2025-05-05,235130.8428719804
2025-05-06,233140.55993279815
2025-05-07,233368.08961461709
2025-05-08,230521.84909436633
2025-05-09,229803.2560603878
2025-05-12,236933.42180512467
2025-05-13,235510.39794413894
2025-05-14,236754.76847009826
2025-05-15,239946.70754848642
2025-05-16,242247.9641329551
2025-05-19,242073.35911050087
2025-05-20,238639.15541898532
2025-05-21,241410.5547286197
2025-05-22,240086.386455971
2025-05-23,240188.9551655459
2025-05-26,241899.38600316152
2025-05-27,242050.86005714684
2025-05-28,241959.1180260387
2025-05-29,242311.58642514623
2025-05-30,241727.90251187776
2025-06-02,242423.90851312332
2025-06-03,241880.41436369056
2025-06-04,242793.73038365252
2025-06-05,244673.570477687
2025-06-06,248090.70754677194
2025-06-09,250445.903300107
2025-06-10,249384.69433618052
2025-06-11,249092.04333010712
2025-06-12,245392.60685383907
2025-06-13,243881.46183737591
2025-06-16,246413.86334067112
2025-06-17,244636.01544959328
2025-06-18,245501.64239343043
2025-06-19,244131.05513865978
2025-06-20,248057.3737616088
2025-06-23,248978.90111594164
2025-06-24,249187.90624617646
2025-06-25,249257.9395047499
2025-06-26,251831.79469665053
2025-06-27,251963.5408015539
2025-06-30,252695.60300079934
2025-07-01,255911.32516121308
2025-07-02,254907.7812299106
2025-07-03,254436.74778332666
2025-07-04,254744.59007777294
2025-07-07,253919.636533124
2025-07-08,254497.260148263
2025-07-09,254023.19740700192
2025-07-10,253626.16748493313
2025-07-11,251521.47678771216
2025-07-14,250960.16959543506
2025-07-15,252086.10901168248
2025-07-16,251222.9383536291
2025-07-17,250865.3637618332
2025-07-18,249561.9028313401
2025-07-21,248571.48458579608
2025-07-22,247083.41683870027
2025-07-23,248632.60505286316
2025-07-24,247834.97708222875
2025-07-25,246423.44504836175
2025-07-28,245247.72986293954
2025-07-29,245286.2723444137
2025-07-30,245051.5699998048
2025-07-31,245360.93421479483
2025-08-01,246155.80812966454
2025-08-04,246083.1554558622
2025-08-05,245500.88139347278
2025-08-06,245362.36915811457
2025-08-07,245236.82566695605
2025-08-08,245190.21731189304
2025-08-11,244812.44042315186
2025-08-12,244600.16186119182
2025-08-13,245334.59305541386
2025-08-14,244879.09599000093
2025-08-18,244956.37427385748
2025-08-19,244652.39018370878
2025-08-20,245430.8338536806
2025-08-21,244556.82814203048
2025-08-22,243426.9238600677
2025-08-25,244026.50130790053
2025-08-26,242897.2144246612
2025-08-28,241306.29476749306
2025-08-29,240977.59835551368
2025-09-01,241250.75732514684
2025-09-02,241036.39193149467
2025-09-03,240902.6945078311
2025-09-04,240559.0977645097
2025-09-05,240208.10544322964
2025-09-08,239990.50875155785
2025-09-09,239099.16979316476
2025-09-10,238394.0171892414
2025-09-11,238352.7530158546
2025-09-12,238796.79233991168
2025-09-15,237745.1718709839
2025-09-16,239135.62442393941
2025-09-17,239594.55111977668
2025-09-18,240300.44693533884
2025-09-19,241531.5055106213
2025-09-22,240706.3042328058
2025-09-23,240528.35734770316
2025-09-24,240896.50258272624
2025-09-25,239634.14648515443
2025-09-26,237553.02544871613
2025-09-29,236964.55873130125
2025-09-30,236794.76464713324
2025-10-01,236738.7475179393
2025-10-03,236091.84545901086
2025-10-06,236362.262689351
2025-10-07,236153.47471499874
2025-10-08,234800.17178687238
2025-10-09,235633.29796921686
2025-10-10,236080.50527564684
2025-10-13,236616.5798887787
2025-10-14,235713.32380578
2025-10-15,237391.69085251007
2025-10-16,238683.17352611874
2025-10-17,239882.28081519832
2025-10-20,240984.29692052602
2025-10-21,240664.01205198202
2025-10-23,239395.57853209463
2025-10-24,237328.34535645737
2025-10-27,238375.10619741445
2025-10-28,238158.08744230802
2025-10-29,237993.27902259657
2025-10-30,237999.1791684364
2025-10-31,237279.3118373848
2025-11-03,234916.36931952517
2025-11-04,234018.75973056498
2025-11-06,233181.48705659382
2025-11-07,234295.61407784582
2025-11-10,235681.2905666028
2025-11-11,237010.06026205863
2025-11-12,236553.612848992
2025-11-13,237331.27849358344
2025-11-14,241942.39643927978
2025-11-17,244118.73843348643
2025-11-18,243052.65445131928
2025-11-19,243485.34077009707
2025-11-20,243562.04312967337
2025-11-21,242276.55255314455
2025-11-24,241265.98110026852
2025-11-25,242575.41220855966
2025-11-26,245289.9067664069
2025-11-27,243975.1918384254
2025-11-28,244354.4191147092
2025-12-01,244325.35147290386
2025-12-02,243766.36672681305
2025-12-03,241779.51712831543
2025-12-04,240613.55836457966
2025-12-05,243938.52034814164
2025-12-08,241489.170700758
2025-12-09,241807.33863294314
2025-12-10,241534.9870332408
2025-12-11,241634.94863340253
2025-12-12,243904.9564415938
2025-12-15,244998.93739255372
2025-12-16,244482.97864085448
2025-12-17,244035.828443693
2025-12-18,243327.34165322807
2025-12-19,244256.0644754087
2025-12-22,244677.98252805087
2025-12-23,244341.35450851702
2025-12-24,243781.29766329276
2025-12-26,243065.4102683188
2025-12-29,241827.34714371266
2025-12-30,243178.10330240044
2025-12-31,245125.40820010685
2026-01-01,242717.9352723972
2026-01-02,243221.91377650405
2026-01-05,245043.5282464105
2026-01-06,243317.1116737992
2026-01-07,242736.11541678582
2026-01-08,239169.64330486165
2026-01-09,237953.3874681281
2026-01-12,238591.54099811098
2026-01-13,238994.71627792998
2026-01-14,238391.38097445064
2026-01-16,239134.10434635845
2026-01-19,239450.16216680914
2026-01-20,239476.50622878585
2026-01-21,239568.28342623755
2026-01-22,239170.09486174455
2026-01-23,239798.50021816432
2026-01-27,240523.54544197276
2026-01-28,240385.94781543955
2026-01-29,240354.8873855765
2026-01-30,239997.79746320195
2026-02-02,240128.32350957874
2026-02-03,240556.16384591683
2026-02-04,240886.51327354947
2026-02-05,240680.95175979694
2026-02-06,240454.7277911668
2026-02-09,241508.71226888415
2026-02-10,241821.46473000874
2026-02-11,243795.28836432574
2026-02-12,244704.6084488341
2026-02-13,240563.06335681953
2026-02-16,241248.66383245916
2026-02-17,241212.19480208567
2026-02-18,242571.7833391174
2026-02-19,238736.08767687134
2026-02-20,239762.41238331352
2026-02-23,239584.31659675512
2026-02-24,239566.27879456256
2026-02-25,239277.71251760304
2026-02-26,239329.51892652502
2026-02-27,240115.53072284593
2026-03-02,239658.7416958032
2026-03-04,239619.39490516845
2026-03-05,239847.06324170408
2026-03-06,239829.43931862185
2026-03-09,239865.3468273889
2026-03-10,241245.39986714188
2026-03-11,241599.32750844647
2026-03-12,241848.539370773
2026-03-13,242149.0045854724
2026-03-16,242462.38979008538
2026-03-17,242233.35852198518
2026-03-18,243009.6772916571
2026-03-19,243755.76024661754
2026-03-20,243478.92801808368
2026-03-23,243952.2621666513
2026-03-24,244444.51072599116
2026-03-25,244753.5940572887
2026-03-27,244900.55498537724
2026-03-30,245598.712729053
2026-04-01,246626.93228033322
2026-04-02,246360.411268712
2026-04-06,247510.0524683888
2026-04-07,247411.1482869403
2026-04-08,248304.42038416234
2026-04-09,248782.83664569183
2026-04-10,249168.20147253797
2026-04-13,249215.5421026148
2026-04-15,250286.14817642802
2026-04-16,250555.2615128966
2026-04-17,252458.28464576555
2026-04-20,253334.0036544443
2026-04-21,254250.13404693344
2026-04-22,254521.6312012082
2026-04-23,252318.1810434101
2026-04-24,251130.0085252389
2026-04-27,251684.502918034
2026-04-28,252002.87221448074
2026-04-29,252423.7223407671
2026-04-30,252384.24819246933
2026-05-04,253721.04114545995
2026-05-05,253764.04966485436
2026-05-06,255279.53379381276
2026-05-07,255412.29427788468
2026-05-08,255351.87276559393
2026-05-11,255443.7580739357
2026-05-12,255331.38859813646
2026-05-13,255430.1210614291
2026-05-14,256113.2564782872
2026-05-15,256561.81948482213
2026-05-18,256964.23029431704
2026-05-19,256560.22123704653
2026-05-20,256089.82643117852
2026-05-21,255901.72298603985
2026-05-22,255710.87646684016
2026-05-25,255725.2860113342
2026-05-26,255157.2062727684
2026-05-27,255737.0177161351
2026-05-29,255547.17574060732
2026-06-01,256600.60035176345
2026-06-02,256720.41192498346
2026-06-03,256402.56514531278
2026-06-04,256419.81141962192
2026-06-05,256242.31978141246
2026-06-08,256076.12713542033
2026-06-09,256400.6456509983
2026-06-10,257249.60183200578
2026-06-11,256863.47911066175
2026-06-12,258646.48201789407
2026-06-15,259335.73809924463
2026-06-16,258962.78706789657
2026-06-17,260652.68797900912
2026-06-18,263297.15914660896
2026-06-19,263498.01866661484
2026-06-22,265342.94369039155
2026-06-23,261377.76313373385
2026-06-24,263884.4236478817
2026-06-25,262652.89293525205
2026-06-29,261349.5078702236
2026-06-30,261225.63262870838
2026-07-01,261281.1136556657
2026-07-02,265199.30688975705
2026-07-03,266778.46764103026
2026-07-06,267641.5815663443
