date,portfolio_value,cash
2011-09-15,96807.73471040744,14521.160206561117
2011-09-16,96807.73471040744,14521.160206561117
2011-09-19,96807.73471040744,14521.160206561117
2011-09-20,96807.73471040744,14521.160206561117
2011-09-21,96807.73471040744,14521.160206561117
2011-09-22,96807.73471040744,14521.160206561117
2011-09-23,96807.73471040744,14521.160206561117
2011-09-26,96807.73471040744,14521.160206561117
2011-09-27,96807.73471040744,14521.160206561117
2011-09-28,96807.73471040744,14521.160206561117
2011-09-29,96807.73471040744,14521.160206561117
2011-09-30,96807.73471040744,14521.160206561117
2011-10-03,96807.73471040744,14521.160206561117
2011-10-04,96807.73471040744,14521.160206561117
2011-10-05,96807.73471040744,14521.160206561117
2011-10-07,96807.73471040744,14521.160206561117
2011-10-10,96807.73471040744,14521.160206561117
2011-10-11,96807.73471040744,14521.160206561117
2011-10-12,96807.73471040744,14521.160206561117
2011-10-13,96469.73543603825,14470.460315405737
2011-10-14,97091.750598729,14563.76258980935
2011-10-17,96494.75117055098,14474.212675582647
2011-10-18,95049.73712316492,14257.460568474737
2011-10-19,95049.73712316492,14257.460568474737
2011-10-20,94523.31134991709,14178.496702487562
2011-10-21,94314.69199528934,14147.2037992934
2011-10-24,94314.69199528934,14147.2037992934
2011-10-25,95186.26700090844,14277.940050136265
2011-10-28,97251.85492618987,14587.77823892848
2011-10-31,97090.76887467694,14563.615331201541
2011-11-01,96310.61998125428,14446.592997188141
2011-11-02,96433.4329807413,14465.014947111194
2011-11-03,96523.21753498528,14478.48263024779
2011-11-04,96850.83433297784,14527.625149946676
2011-11-08,97137.34092010593,14570.601138015889
2011-11-09,95915.29462874976,14387.294194312464
2011-11-11,95945.93112339632,14391.889668509448
2011-11-14,95132.1241857214,14269.81862785821
2011-11-15,93557.87364347876,14033.681046521813
2011-11-16,93557.87364347876,14033.681046521813
2011-11-17,93685.5192953356,14052.82789430034
2011-11-18,93848.62400432111,14077.293600648167
2011-11-21,94206.0715221849,14130.910728327734
2011-11-22,94906.72316226734,14236.0084743401
2011-11-23,95819.9146704296,14372.98720056444
2011-11-25,97782.51462753864,14667.377194130795
2011-11-28,98178.03407598456,14726.705111397683
2011-11-29,98400.4821306539,14760.072319598083
2011-11-30,99516.88860450708,14927.533290676061
2011-12-01,100564.1876542644,15084.62814813966
2011-12-02,100906.35937079947,15135.953905619921
2011-12-05,100685.09203960742,15102.763805941113
2011-12-07,100459.88612583213,15068.982918874819
2011-12-08,98830.4666778456,14824.570001676839
2011-12-09,99410.19136385267,14911.5287045779
2011-12-12,99872.96552205346,14980.944828308018
2011-12-13,100340.22238889316,15051.033358333974
2011-12-14,101015.87715046562,15152.381572569842
2011-12-15,103288.46187314366,15493.269280971548
2011-12-16,105489.41809956996,15823.412714935494
2011-12-19,105642.3737974815,15846.356069622225
2011-12-20,106248.74256290156,15937.311384435234
2011-12-21,106758.6192362645,16013.792885439674
2011-12-22,107336.3252303925,16100.448784558874
2011-12-23,108221.09844509004,16233.164766763506
2011-12-27,108752.26029238416,16312.839043857624
2011-12-28,109428.6544798989,16414.298171984836
2011-12-29,109983.36511192004,16497.504766788006
2011-12-30,110475.65694929664,16571.348542394495
2012-01-03,111911.81959492524,16786.772939238785
2012-01-04,112511.66010695914,16876.749016043872
2012-01-05,112642.1187298141,16896.317809472115
2012-01-06,113055.30881791248,16958.29632268687
2012-01-09,113835.92488195992,17075.388732293988
2012-01-10,114054.32230339848,17108.148345509773
2012-01-11,114705.3508941052,17205.80263411578
2012-01-12,114470.43590004976,17170.565385007463
2012-01-13,115494.30009066424,17324.145013599635
2012-01-16,115231.69026705304,17284.753540057955
2012-01-17,117578.38634994403,17636.757952491604
2012-01-18,116917.3554002702,17537.60331004053
2012-01-19,117771.15480848508,17665.673221272762
2012-01-20,116942.81102096844,17541.421653145266
2012-01-23,116979.59684560988,17546.93952684148
2012-01-24,117829.1169133576,17674.36753700364
2012-01-25,118656.20985016567,17798.43147752485
2012-01-27,119609.94783424649,17941.492175136973
2012-01-30,116734.0743000458,17510.11114500687
2012-01-31,118750.78950128725,17812.618425193086
2012-02-01,119936.47578108996,17990.471367163493
2012-02-02,120252.60924223962,18037.89138633594
2012-02-03,121633.88494384628,18245.08274157694
2012-02-06,123301.65970103291,18495.248955154937
2012-02-07,122034.13097136772,18305.119645705156
2012-02-08,123146.5898064668,18471.98847097002
2012-02-09,124192.34828594793,18628.85224289219
2012-02-10,123880.70987215255,18582.106480822884
2012-02-13,123468.38929689434,18520.25839453415
2012-02-14,123866.15853277768,18579.92377991665
2012-02-15,127078.14628978392,19061.721943467586
2012-02-16,127478.89943873578,19121.834915810367
2012-02-17,128738.72715942076,19310.80907391311
2012-02-21,129958.33841191976,19493.750761787964
2012-02-22,125862.7194091066,18879.40791136599
2012-02-23,125391.44388867992,18808.716583301986
2012-02-24,124538.28878003493,18680.74331700524
2012-02-27,121127.1395524786,18169.07093287179
2012-02-28,123378.1547603828,18506.72321405742
2012-02-29,123998.67681578976,18599.801522368463
2012-03-01,123020.822659861,18453.12339897915
2012-03-02,123855.21496997742,18578.28224549661
2012-03-05,121625.88496712764,18243.882745069146
2012-03-06,120230.6008352782,18034.59012529173
2012-03-07,119494.74726092703,17924.212089139055
2012-03-09,123274.28866028154,18491.14329904223
2012-03-12,124640.17167714008,18696.02575157101
2012-03-13,126190.06261049684,18928.509391574524
2012-03-14,127285.7563886414,19092.863458296208
2012-03-15,124933.17490023808,18739.976235035712
2012-03-16,122944.01747857728,18441.60262178659
2012-03-19,121555.17181319992,18233.27577197999
2012-03-20,122854.6040220038,18428.19060330057
2012-03-21,125459.48141983578,18818.922212975365
2012-03-22,121998.03550441406,18299.705325662107
2012-03-23,122423.82582178466,18363.5738732677
2012-03-26,120312.11044366486,18046.81656654973
2012-03-27,121191.96320004808,18178.79448000721
2012-03-28,121839.61022382032,18275.94153357305
2012-03-29,122219.46144821432,18332.91921723215
2012-03-30,122521.42702340982,18378.214053511474
2012-04-02,122998.14245696124,18449.721368544186
2012-04-03,123574.82493254292,18536.223739881436
2012-04-04,122894.73977546296,18434.210966319442
2012-04-09,120921.07534856944,18138.161302285414
2012-04-10,121196.25779103368,18179.438668655053
2012-04-11,121519.298168295,18227.89472524425
2012-04-12,121624.15192207614,18243.62278831142
2012-04-13,121594.69105605918,18239.203658408875
2012-04-16,121636.50181860346,18245.475272790518
2012-04-17,121676.72180156397,18251.508270234594
2012-04-18,122588.03507381068,18388.205261071602
2012-04-19,123537.95350207856,18530.693025311783
2012-04-20,123047.69794283443,18457.154691425163
2012-04-23,121387.43773228012,18208.115659842017
2012-04-24,121602.83018997888,18240.42452849683
2012-04-25,121588.9593519544,18238.34390279316
2012-04-26,122294.46338237412,18344.169507356117
2012-04-27,122759.4214832846,18413.91322249269
2012-04-30,123380.15470816052,18507.02320622408
2012-05-02,124287.80867235364,18643.171300853046
2012-05-03,124358.47012379956,18653.770518569934
2012-05-04,124482.93332306604,18672.439998459904
2012-05-07,125524.6800701961,18828.702010529414
2012-05-08,126253.27895212312,18937.99184281847
2012-05-09,126916.67082989497,19037.500624484244
2012-05-10,127062.55253985178,19059.382880977766
2012-05-11,127485.04282035778,19122.756423053666
2012-05-14,127779.26149599196,19166.889224398794
2012-05-15,128534.34618278654,19280.15192741798
2012-05-16,129377.22885944085,19406.584328916128
2012-05-17,129931.86640390358,19489.779960585536
2012-05-18,130462.6672166794,19569.40008250191
2012-05-22,130751.51302973198,19612.7269544598
2012-05-23,131104.26210983872,19665.63931647581
2012-05-24,131406.3911901437,19710.958678521554
2012-05-25,131917.21724213866,19787.582586320797
2012-05-28,133390.64254620712,20008.596381931067
2012-05-29,134014.23541699912,20102.135312549868
2012-05-30,135159.3569451997,20273.903541779953
2012-05-31,135765.74520807323,20364.861781210984
