date,portfolio_value,cash
2026-07-05,99973.57,47103.92
2026-07-06,100316.97,52848.07
2026-07-07,99500.5,49712.3
2026-07-08,98439.12,98439.12
2026-07-10,98416.85,53877.0
2026-07-13,98291.97,38900.22
2026-07-13,98291.97,38900.22
2026-07-14,97900.52,36583.32
2026-07-15,97873.78,38953.48
2026-07-16,97760.25,36272.96
