date,portfolio_value,cash
2026-07-05,50000.0,50000.0
2026-07-06,49977.53,5033.63
2026-07-07,49864.33,5033.63
2026-07-08,48592.93,5033.63
2026-07-09,48896.23,5033.63
2026-07-10,49605.73,5033.63
2026-07-13,49691.05,5026.75
2026-07-14,49366.73,5366.83
2026-07-15,49214.02,3220.92
2026-07-16,49198.82,3220.92
2026-07-17,49366.2,3633.7
2026-07-22,49651.3,3633.7
