date,portfolio_value,cash
2026-07-04,100000.0,100000.0
2026-07-05,99975.89,51753.19
2026-07-06,100126.07,51193.82
2026-07-07,99970.01,47613.13
2026-07-08,98866.78,48041.97
2026-07-10,99797.86,48424.19
2026-07-13,99817.04,51009.94
2026-07-13,99817.04,51009.94
2026-07-13,99817.04,51009.94
2026-07-14,99762.83,51992.74
2026-07-15,99675.47,47336.71
2026-07-16,99512.93,48632.66
2026-07-17,99737.72,48616.13
2026-07-20,99934.68,51161.83
2026-07-20,99934.68,51161.83
