style,entry_window,atr_mult,nifty_regime,max_cap,Final_Value,CAGR,Max_DD,Sharpe,Sortino,Win_Rate,Total_Trades
swing,50,5.0,EMA_50,4.0,42914021.783446565,1.3787192949123739,-0.6722777223426697,1.6785143502187234,2.3981998012006613,0.7272727272727273,22
